Id_Pelicula;Titulo_original;Fecha_estreno;Descripcion;Cartel_path;Genero_Pelicula
4959;School Life;28/08/2019;In one of the poorest areas of Paris, a school counselor devotes herself to working with disadvantaged students, while facing challenges of her own.;/m0EmaEJmB02iIBA1YWQZGYVLBjA.jpg;Drama, Comedy
4960;Early Man;26/01/2018;Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.;/hXukFwTKOe7izDsf3ZOdeYikRxF.jpg;Family, Comedy, Animation, Adventure
4961;Love the Coopers;12/11/2015;When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.;/aHJhk1aWviX9RAbbljFyPO04yrt.jpg;Drama, Comedy, Family
4962;Julia's Eyes;29/10/2010;The story of a woman who is slowly losing her sight whilst trying to investigate the mysterious death of her twin sister.;/p9HqHVdW9oedgRMyZkBov8hDQiW.jpg;Horror, Thriller
4963;His Girl Friday;18/01/1940;Walter Burns is an irresistibly conniving newspaper publisher desperate to woo back his paperâ€™s star reporter, who also happens to be his estranged wife. Sheâ€™s threatening to quit and settle down with a new beau, but, as Walter knows, she has a weakness: she canâ€™t resist a juicy scoop.;/da95rurNghmKWmraPyqP6IsnAt1.jpg;Comedy, Romance
4964;Luther: The Fallen Sun;24/02/2023;A gruesome serial killer is terrorizing London while brilliant but disgraced detective John Luther sits behind bars. Haunted by his failure to capture the cyber psychopath who now taunts him, Luther decides to break out of prison to finish the job by any means necessary.;/tvX2JltXjmpHLQ7BBijyVc9STv4.jpg;Crime, Mystery, Thriller
4965;Stake Land;30/09/2010;Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden.;/q5Cq3svR0XPEb9VkVBHPowT1Bxf.jpg;Drama, Horror, Science Fiction
4966;31;15/09/2016;Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.;/jHkIIkP4O0vUkSACcizOPZQIiF7.jpg;Horror, Thriller
4967;Teenage Mutant Ninja Turtles III;17/03/1993;The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.;/fwX5RdPDBFsbEAXc46DrvRz5Bca.jpg;Action, Adventure, Comedy, Family, Fantasy, Science Fiction
4968;Behind the Candelabra;26/05/2013;Based on the autobiographical novel, the tempestuous 6-year relationship between Liberace and his (much younger) lover, Scott Thorson, is recounted.;/iodt6hrewVXxR415PIjBeuZg3Qs.jpg;Drama, Romance
4969;Just a Breath Away;04/04/2018;When a deadly mist engulfs Paris, people find refuge in the upper floors of the buildings. With no information, no electricity and hardly any supplies, Mathieu, Anna and their daughter Sarah try to survive the disaster.;/hjePJQDv7GitTrEU67TANuhbytv.jpg;Drama, Science Fiction, Thriller
4970;Itâ€™s the Law;19/01/2017;A small Sicilian town elects a new, honest major but quickly learns that playing by the rules is not as easy as it seems;/qDyW1a6JyTjBtSCt20Qg3a4NsN0.jpg;Comedy
4971;The Devil Inside;06/01/2012;In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.;/mtyFRIRBmrCE2XKU5EnEK8dtu2X.jpg;Thriller, Horror
4972;Rolling to You;14/03/2018;Jocelyn is a selfish and misogynist businessman. He tries to seduce a young pretty woman by pretending to be handicapped, till the day he meets her sister, who is also in a wheelchair.;/h065db1br7f9VW0x0LkOVfdtZqG.jpg;Comedy, Romance
4973;Geek Charming;11/11/2011;Film geek Josh is looking for the subject of his new documentary when a chance meeting puts the perfect star in his sightsâ€”Dylan, his school's most popular junior. But Dylan's hopes of using the film to become Blossom Queen don't quite match with Josh's goal to make a hard-hitting exposÃ© about popularity. Will Josh shoot the film as planned, or show Dylan as the truly interesting person she is?;/xweQBQSYQyHKiUxN1nCDQbLvJE0.jpg;Comedy, Drama, Family, TV Movie
4974;Guardians;14/02/2017;"During the Cold War, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again.";/qQB4RKFeUMqLBiMdwMbpgdePBeO.jpg;Action, Adventure, Comedy, Fantasy, Science Fiction, Thriller
4975;Bad Genius;03/05/2017;Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.;/mgyvwqn5SYKhfg5kofZDfgH8R0q.jpg;Drama, Crime, Thriller, Comedy
4976;Nosferatu the Vampyre;17/01/1979;Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.;/g7fEH8uafDHYDHOafRPkoud0Tjy.jpg;Drama, Horror
4977;Thick as Thieves;09/01/2009;A master thief recruits a notorious thief to help him steal two famous Faberge eggs from an impenetrable vault in an effort to pull off one final job and repay his debt to the Russian mob.;/sgRY2ie8koJxfOScMuvzHQ9TuZX.jpg;Action, Thriller, Crime
4978;Wet Hot American Summer;27/07/2001;The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day.;/dVdHnfcLZFSscEUZqCzctwOVjC0.jpg;Comedy
4979;Evangelion: 3.0 You Can (Not) Redo;17/11/2012;Fourteen years after Third Impact, Shinji Ikari awakens to a world he does not remember. He hasn't aged. Much of Earth is laid in ruins, NERV has been dismantled, and people who he once protected have turned against him. Befriending the enigmatic Kaworu Nagisa, Shinji continues the fight against the angels and realizes the fighting is far from over, even when it could be against his former allies. The characters' struggles continue amidst the battles against the angels and each other, spiraling down to what could inevitably be the end of the world.;/d0s1xvykzl0kz7fP5S2ROYqphdz.jpg;Animation, Science Fiction, Action, Drama
4980;Hope Springs;07/08/2012;After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.;/jTBHePOwIm2XAjGORnfPIAlVUvb.jpg;Drama, Comedy, Romance
4981;The Informer;30/08/2019;In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.;/pbGveUC8mk0QRkdXpERPLbMFnrg.jpg;Drama, Crime, Thriller
4982;Rurouni Kenshin Part I: Origins;25/08/2012;In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing.;/vo3Zs07PZfKNsTrU0pcPZONJcN5.jpg;Adventure, Action, Fantasy, War, History
4983;The Flowers of War;15/12/2011;A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.;/pYltmnA1VDWl45EcVQoJYPsTpLW.jpg;Drama, History, War
4984;Book Club;18/05/2018;Four lifelong friends decide that their lives could change by becoming nasty and reading Fifty Shades of Grey in their monthly book club to get inspiration on how to handle sexual pleasure at an elderly age.;/6ORGBbOA45pfKQXvntPf46NoFGO.jpg;Romance, Comedy, Drama
4985;Sand Castle;21/04/2017;Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.;/c9buG2jVRgAu68E4D4jpwlgqhO1.jpg;War, Action, Drama
4986;Happiness;16/10/1998;The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.;/rYfUcEV88Z3gENrfYTE6i8yBkDr.jpg;Comedy, Drama
4987;Proof of Life;08/12/2000;Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.;/yw8x2i3vaHZZzpvqvF75E8q2N6M.jpg;Thriller, Drama
4988;The Soloist;24/04/2009;A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.;/jdu0nyQAdlowEnoKY1rnjMbWs9l.jpg;Drama, Music
4989;Max Steel;14/10/2016;The adventures of teenager Max McGrath and alien companion Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.;/AuEzNLF8yvzd169guYEFisqvy5z.jpg;Action, Adventure, Science Fiction
4990;Luckiest Girl Alive;30/09/2022;A successful woman in New York City finds her life upended when she is forced to confront a dark truth that threatens to unravel her meticulously crafted life.;/e0vrbTmTf2ZcW5CIS9qJ8FDbsU9.jpg;Drama, Thriller, Mystery
4991;Sunrise: A Song of Two Humans;04/11/1927;A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.;/oj8ZW8jKXBSs8F1e5iWsTUeXSJW.jpg;Drama, Romance
4992;The Fan;15/08/1996;When the San Francisco Giants pay center-fielder, Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan, Gil Renard.  When Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former gloryâ€”not even murder.;/lu7CjP8YES5dJMCFg5O9o9jCkjl.jpg;Thriller, Action
4993;Voyagers;08/04/2021;With the future of the human race at stake, a group of young men and women -- bred for intelligence and obedience -- embark on an expedition to colonize a distant planet. When they uncover disturbing secrets about the mission, they defy their training and begin to explore their most primitive natures. As life on the ship descends into chaos, they soon become consumed by fear, lust and an insatiable hunger for power.;/gn2vCmWO7jQBBto9SYuBHYZARaU.jpg;Science Fiction, Thriller
4994;Undisputed II: Last Man Standing;11/04/2006;"Heavyweight Champ George ""Iceman"" Chambers is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka in a battle to the death. This time he is not fighting for a title, he is fighting for his life!";/4bE9t5ctBZXYV3GJ6Xr0l4KRplv.jpg;Action, Crime, Thriller
4995;The Last Voyage of the Demeter;09/08/2023;The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.;/nrtbv6Cew7qC7k9GsYSf5uSmuKh.jpg;Thriller, Horror
